sl,text,aspect,sentiment,Issues,Battery,External,Internal,Screen,Service,Software
322,"i use my mac all the time , i love the software , the way it takes a short time to load things , how easy it is to use and most of all how you do n't have to worry about viruses .",software,1,Software,0,0,0,0,0,1
323,Wasted me at least 8 hours of installation time .,installation time,-1,Software,0,0,0,0,0,1
324,"It has far exceeded my expectations for power , storage , and abilitiy .",power,1,Battery,1,0,0,0,0,0
325,"It has far exceeded my expectations for power , storage , and abilitiy .",storage,1,External,0,1,0,0,0,0
329,My wireless system would not recognize Windows 7 and I could n't get online to find out why .,wireless system,-1,Internal,0,0,1,0,0,0
330,My wireless system would not recognize Windows 7 and I could n't get online to find out why .,Windows 7,0,Software,0,0,0,0,0,1
331,I am enjoying it and the quality it provides is great !,quality,1,Service,0,0,0,0,1,0
332,"Suffice it to say , my MacBook Pro keeps me going with its long battery life and blazing speed .",battery life,1,Battery,1,0,0,0,0,0
334,"The OS is also very user friendly , even for those that switch from a PC , with a little practice you can take full advantage of this OS !",OS,1,Software,0,0,0,0,0,1
335,"The OS is also very user friendly , even for those that switch from a PC , with a little practice you can take full advantage of this OS !",OS,1,Software,0,0,0,0,0,1
337,"iTunes is a handy music-management program , and it is essential for anyone with an iPod .",program,1,Software,0,0,0,0,0,1
338,Mac is not made for gaming .,gaming,-1,Software,0,0,0,0,0,1
339,"Well I spilled something on it and they replaced it with this model , which gets hot and the battery does n't make it through 1 DVD .",battery,-1,Battery,1,0,0,0,0,0
344,I need graphic power to run my Adobe Creative apps efficiently .,Adobe Creative apps,0,Software,0,0,0,0,0,1
345,the programs are esay to use and are quick to process this computer works like a charm .,programs,1,Software,0,0,0,0,0,1
347,The materials that came with the computer did not include the right # anywhere .,materials,-1,Internal,0,0,1,0,0,0
348,It does not even have the software to play a dvd now .,software,-1,Software,0,0,0,0,0,1
349,Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again .,Tech support,1,Service,0,0,0,0,1,0
350,Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again .,power supply,-1,Battery,1,0,0,0,0,0
351,HOW DOES THE POWER SUPPLY NOT WORK !!!,POWER SUPPLY,-1,Battery,1,0,0,0,0,0
352,Sells for the same as a netbook without sacrificing size .,size,1,Screen,0,0,0,1,0,0
353,"upon giving them the serial number the first thing I was told , was that it was out of warranty and I could pay to have it repaired .",warranty,0,Service,0,0,0,0,1,0
354,"Windows XP SP2 caused many problems on the computer , so I had to remove it .",Windows XP SP2,-1,Software,0,0,0,0,0,1
355,"I reloaded with Windows 7 Ultimate , and the Bluetooth and Fingerprint reader -LRB- software -RRB- would not load .",Windows 7 Ultimate,-1,Software,0,0,0,0,0,1
356,"I reloaded with Windows 7 Ultimate , and the Bluetooth and Fingerprint reader -LRB- software -RRB- would not load .",Bluetooth,-1,Internal,0,0,1,0,0,0
357,"I reloaded with Windows 7 Ultimate , and the Bluetooth and Fingerprint reader -LRB- software -RRB- would not load .",Fingerprint reader,-1,External,0,1,0,0,0,0
358,"I reloaded with Windows 7 Ultimate , and the Bluetooth and Fingerprint reader -LRB- software -RRB- would not load .",software,-1,Software,0,0,0,0,0,1
360,"this is my second one and the same problem , bad video card unreliable overall , this will be my second time returning this laptop back to best buy .",video card,-1,Software,0,0,0,0,0,1
361,"With awesome graphics and assuring security , it 's perfect !",graphics,1,Internal,0,0,1,0,0,0
362,"With awesome graphics and assuring security , it 's perfect !",security,1,Software,0,0,0,0,0,1
363,"Laptop was in new condition and operational , but for the audio problem when 1st sent for repair .",audio,-1,Software,0,0,0,0,0,1
364,I was disappointed when I realized that the keyboard does n't light up on this model .,keyboard,-1,External,0,1,0,0,0,0
367,Sometimes the screen even goes black on this computer .,screen,-1,Screen,0,0,0,1,0,0
368,I recommend for word processing and internet users .,word processing,1,Software,0,0,0,0,0,1
369,I recommend for word processing and internet users .,internet,1,Software,0,0,0,0,0,1
370,Since I 've had this computer I 've only used the trackpad because it is so nice and smooth .,trackpad,1,External,0,1,0,0,0,0
372,"Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",HD,1,Battery,1,0,0,0,0,0
374,"Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",components,1,External,0,1,0,0,0,0
375,"Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",DVD burner,1,External,0,1,0,0,0,0
376,Its fast and another thing I like is that it has three USB ports .,USB ports,1,External,0,1,0,0,0,0
377,The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it .,software,-1,Software,0,0,0,0,0,1
378,That system is fixed .,system,0,Internal,0,0,1,0,0,0
380,Like the price and operation .,price,1,Service,0,0,0,0,1,0
383,"This is likely due to poor grounding and isolation between the components , and I 'm hoping that it can be fixed with a ground loop isolator , but I still expected better product quality for this price range .",components,-1,External,0,1,0,0,0,0
386,"This is likely due to poor grounding and isolation between the components , and I 'm hoping that it can be fixed with a ground loop isolator , but I still expected better product quality for this price range .",quality,-1,Service,0,0,0,0,1,0
387,I ` have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty .,warranty,0,Service,0,0,0,0,1,0
391,I loaded windows 7 via Bootcamp and it works flawlessly !,windows 7,1,Software,0,0,0,0,0,1
393,"Great Laptop for the price , works well with action pack games .",price,1,Service,0,0,0,0,1,0
396,"Although the price is higher then Dell laptops , the Macbooks are worth the dough .",price,-1,Service,0,0,0,0,1,0
397,I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations .,performance,-1,Software,0,0,0,0,0,1
400,So what if the laptops/mobile phones look chic and cool ? The after sales support is terrible .,after sales support,-1,Service,0,0,0,0,1,0
401,So what if the laptops/mobile phones look chic and cool ? The after sales support is terrible .,look,1,External,0,1,0,0,0,0
402,I hate the display screen and I have done everything I could do the change it .,display screen,-1,Screen,0,0,0,1,0,0
404,"Have not yet needed any customer support with this yet so to me that is a great thing , which is leaps and bounds ahead of PC in my opinion .",customer support,1,Service,0,0,0,0,1,0
405,"I gave it to my daughter because I just hated the screen , hated that it had no cd drive to at least play cd 's when I wanted to listen to music and do schoolwork .",screen,-1,Screen,0,0,0,1,0,0
406,"I gave it to my daughter because I just hated the screen , hated that it had no cd drive to at least play cd 's when I wanted to listen to music and do schoolwork .",cd drive,-1,External,0,1,0,0,0,0
409,"It was heavy , bulky , and hard to carry because of the size .",size,-1,Screen,0,0,0,1,0,0
410,The games included are very good games .,games,0,Software,0,0,0,0,0,1
411,The games included are very good games .,games,1,Software,0,0,0,0,0,1
413,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty .,warranty,-1,Service,0,0,0,0,1,0
414,Sometimes you really have to tap the pad to get it to worki,pad,-1,External,0,1,0,0,0,0
416,It 's super fast and a great value for the price !,price,1,Service,0,0,0,0,1,0
417,"Three , the mac book has advantages over pcs ' with linux based os there is very ` few problems with system performance when it comes to a mac .",system performance,-1,Software,0,0,0,0,0,1
418,"Three , the mac book has advantages over pcs ' with linux based os there is very ` few problems with system performance when it comes to a mac .",linux based os,-1,Software,0,0,0,0,0,1
420,"however , I may have inadvertently thrown out one of the batteries with the shipping carton .",batteries,0,Battery,1,0,0,0,0,0
423,There is no need to open a program first and the cliick open or import .,program,1,Software,0,0,0,0,0,1
424,It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC 's .,virus protection,1,Software,0,0,0,0,0,1
425,"Three weeks after I bought the netbook , the screen quit working .",screen,-1,Screen,0,0,0,1,0,0
426,"The processor screams , and because of the unique way that Apple OSX 16 functions , most of the graphics are routed through the hardware rather than the software .",processor,1,Internal,0,0,1,0,0,0
428,"The processor screams , and because of the unique way that Apple OSX 16 functions , most of the graphics are routed through the hardware rather than the software .",graphics,1,Internal,0,0,1,0,0,0
429,"The processor screams , and because of the unique way that Apple OSX 16 functions , most of the graphics are routed through the hardware rather than the software .",hardware,0,External,0,1,0,0,0,0
